Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP3200008Y,230048950,Montgomery County Police,Injury Crash,08/11/2023 01:10:00 PM,County,SLIGO AVE,CHICAGO AVE,,N/A,OTHER CONVEYANCE,OTHER,CLEAR,DRY,DAYLIGHT,UNKNOWN,UNKNOWN,NONE DETECTED,365E78CF-7C4E-4EDF-A8E6-9FAEEC5843F4,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,,B4E83DE9-C59D-4814-8847-CDDE4DAF28DA,UNKNOWN,UNKNOWN,,UNKNOWN,Unknown,5,No,No,0,UNKNOWN,UNKNOWN,38.99013729,-77.01976111,(38.99013729 -77.01976111)
MCP271700Y9,230068779,Montgomery County Police,Injury Crash,11/28/2023 05:30:00 PM,Municipality,N STONESTREET AVE,PARK RD,,ROCKVILLE,,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,42CFA032-7964-4BB0-850E-9998A3072C3B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,763F6CA4-1BE0-4815-AA0C-D8643B85CD60,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,35,No,No,2010,HONDA,CRV,39.08551,-77.14673833,(39.08551 -77.14673833)
MCP3294001N,230051518,Montgomery County Police,Injury Crash,08/26/2023 05:00:00 PM,County,GOSHEN RD,CENTERWAY RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,2BF0AD87-6A53-4CE7-9762-D429EB8E8F0B,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,E0EF38A3-EA17-4DA2-9468-7DBB58BBCD0F,DISABLING,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,35,No,No,2022,ACUR,SD,39.16976667,-77.19047833,(39.16976667 -77.19047833)
MCP3313001N,230062997,Montgomery County Police,Injury Crash,10/28/2023 02:18:00 AM,Maryland (State),NORBECK RD,MUNCASTER MILL RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,B609030E-1317-4D77-837C-E2122C8F5714,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,CAC49851-EFCA-4F46-813C-098E7DEF4C5F,DESTROYED,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2014,FORD,FUSION,39.109005,-77.08006333,(39.109005 -77.08006333)
MCP25070022,230056391,Montgomery County Police,Property Damage Crash,09/22/2023 08:37:00 PM,Maryland (State),DARNESTOWN RD,RIFFLE FORD RD,,N/A,,OTHER,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,9B0377EC-05E5-40D3-AF8C-187F4F643949,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7864ED70-0B80-4B9F-9109-A7A887199AB9,FUNCTIONAL,SEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MAKING U TURN,East,40,No,No,2020,LANDROVER,UT,39.11722667,-77.26238,(39.11722667 -77.26238)
MCP3161005R,230058120,Montgomery County Police,Property Damage Crash,10/02/2023 04:20:00 PM,Maryland (State),CAPITOL VIEW AVE,BEECHBANK RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,20044C09-004B-42DF-B655-9FD76DF98EF9,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,211F35AF-8F6F-40D8-9E0D-24C2815A5459,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25,No,No,2010,TOYT,CAMRY,39.016358,-77.05767867,(39.016358 -77.05767867)
MCP3258003M,230070784,Montgomery County Police,Property Damage Crash,12/09/2023 03:07:00 PM,,,,PARKING LOT OF COSTCO 11160 VEIRS MILL RD SILVER SPRING,,,SAME DIR REND LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,,6210012C-5CD4-461F-B5B9-BDD2F616364B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,US,312E7BCB-6ACA-428D-9A91-AFC68C87D484,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,OTHER,North,5,No,No,2016,MAZDA,MAZDA 3,39.03541,-77.05616667,(39.03541 -77.05616667)
MCP3016004Q,230071722,Montgomery County Police,Property Damage Crash,12/14/2023 02:15:00 PM,County,MIDDLEBROOK RD,LOCBURY DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,N/A,,86AB8083-EBDF-4BF1-8EA0-5EA2DC04C6E8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,89573FF1-387B-41BF-84F4-B1DCBE05EBF5,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,1997,GMC,SONOMA,39.18282678,-77.27092036,(39.18282678 -77.27092036)
MCP2641003G,230064889,Montgomery County Police,Injury Crash,11/07/2023 12:30:00 PM,Maryland (State),BRADLEY BLVD,HILLMEAD RD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A567FD8D-1300-4025-939D-3EF1FD460E9A,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,3BFCC72D-1923-463C-BBB8-B8B623A0624E,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35,No,No,2021,BMW,CV,39.00114333,-77.13235833,(39.00114333 -77.13235833)
MCP2965007P,230062830,Montgomery County Police,Property Damage Crash,10/27/2023 09:00:00 AM,Maryland (State),SPENCERVILLE RD,NEW HAMPSHIRE AVE,,N/A,,SAME DIR REND RIGHT TURN,CLEAR,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,,F7C37F6F-D20E-414F-A4D9-AD33C79393FA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,92A94FC4-5188-4D52-A70C-1370B197310C,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,35,No,No,2021,TOYT,WG,39.12097167,-76.98823167,(39.12097167 -76.98823167)
MCP29660071,230071958,Montgomery County Police,Property Damage Crash,12/15/2023 05:40:00 PM,Maryland (State),GERMANTOWN RD,GOLDENROD LA,,N/A,,SAME DIR REAR END,N/A,N/A,N/A,NO CONTROLS,NONE DETECTED,,FEA526A1-1C5A-4C3C-98D5-F79A393B430B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CA8D4557-5568-4FEE-B925-CCC3C2E83E1D,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,45,No,No,2021,TOYT,UT,39.18941833,-77.250765,(39.18941833 -77.250765)
MCP3280003Z,230054376,Montgomery County Police,Injury Crash,09/12/2023 07:50:00 AM,Maryland (State),SPENCERVILLE RD,SPENCERVILLE ADVENTIST ACADEMY,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BB3FC8E3-837C-4371-8E2D-04CE3C3C45B6,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,B41D94D0-3952-44CE-9D13-A093DB267E93,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2018,HONDA,ACCORD,39.11475,-76.95949333,(39.11475 -76.95949333)
MCP2082002V,230053731,Montgomery County Police,Injury Crash,09/08/2023 12:15:00 AM,County,KEMP MILL RD,GLENALLAN AVE,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,D2E2ACB7-B3D7-48FA-B786-9CD006DAA740,Yes,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,44E0758D-13B2-4D3F-B381-7520FE7236D3,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,1997,FORD,F150,39.063235,-77.02727167,(39.063235 -77.02727167)
MCP2380000F,230068331,Montgomery County Police,Property Damage Crash,11/26/2023 11:40:00 AM,,,,PARKING LOT OF 6904 ARLIGTON ROAD,,,OTHER,CLEAR,,DAYLIGHT,N/A,UNKNOWN,,5EC7E663-4BC9-4B77-AD0F-11CCC2020298,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,524337F1-E481-4F00-80B6-3BD2E65FC213,UNKNOWN,SIX OCLOCK,PASSENGER CAR,BACKING,Unknown,10,No,No,2016,TOYOTA,UNK,38.97860534,-77.09893724,(38.97860534 -77.09893724)
MCP2835003B,230073403,Montgomery County Police,Property Damage Crash,12/23/2023 11:27:00 PM,Maryland (State),WISCONSIN AVE,WILLARD AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,N/A,TRAFFIC SIGNAL,NONE DETECTED,,0D44E716-7C61-4CA3-9263-847F18EC30FD,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,293C214B-5A74-4465-B798-267532144073,SUPERFICIAL,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,30,No,No,2012,NWFL,XDE,38.96182833,-77.08632667,(38.96182833 -77.08632667)
MCP32330047,230048434,Montgomery County Police,Injury Crash,08/08/2023 05:07:00 PM,US (State),COLUMBIA PIKE,NORTHWEST DR,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5C58E509-3682-483A-96EB-7A5E3480DAD0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EA05C358-A0B2-4E46-8A6A-427A86460932,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2006,FORD,EXPEDITION,39.03350583,-77.0032945,(39.03350583 -77.0032945)
MCP2937002N,180042961,Montgomery County Police,Property Damage Crash,08/28/2018 10:30:00 PM,County,BRIGGS CHANEY RD,RAMP 1 FR US29 NB TO BRIGGS CHANEY RD WB,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,,4D702F29-FCFF-420B-AA5C-47035BA6E014,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,79350D5E-99D2-43AD-B41F-B588E0F57FAD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,25,No,No,2018,NISSAN,ALTIMA,39.08265667,-76.94791333,(39.08265667 -76.94791333)
MCP33680019,230046353,Montgomery County Police,Injury Crash,07/25/2023 10:00:00 AM,Maryland (State),QUINCE ORCHARD RD,BANK ST,,GAITHERSBURG,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CD7A33EA-F5DF-4EE2-BF49-C437B365DBAB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0BCD659A-FECB-4F46-8AE9-C3CA6DA1B610,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2020,PORSCHE,TK,39.14006583,-77.22206817,(39.14006583 -77.22206817)
MCP3039002P,180032500,Montgomery County Police,Injury Crash,07/01/2018 10:41:00 PM,Maryland (State),ROCKVILLE PIKE,BANGOR DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,36412FE1-B109-415D-A1F2-86CAA6CC8B91,Yes,SUSPECTED MINOR INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,7016DF56-51A6-432E-B4D1-7108A54DDF67,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,1998,HONDA,CIVIC,39.03752799,-77.10808039,(39.03752799 -77.10808039)
MCP2687003Z,230030943,Montgomery County Police,Property Damage Crash,06/08/2023 08:00:00 PM,,,,4854 CORDELL AVE,,,SAME DIRECTION SIDESWIPE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,28B36980-1167-41E0-A25E-2B8090D5660B,No,NO APPARENT INJURY,N/A,NO DRIVER PRESENT,MD,3C39EED3-FC9A-4EEB-A3DF-139F643B924B,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,PARKED,,15,No,Yes,2015,VOLK,JETTA,38.9880995,-77.0984357,(38.9880995 -77.0984357)
MCP2187001R,230063369,Montgomery County Police,Injury Crash,10/30/2023 11:45:00 AM,County,WASHINGTON GROVE LA,PEPPER RIDGE WAY,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,308835D3-2062-49E0-A855-BCDE598B2602,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,B35867E2-09EC-4785-87F0-6D6BFDEFAF5D,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2007,HOND,CP,39.15065167,-77.16545333,(39.15065167 -77.16545333)
MCP3161005M,230050157,Montgomery County Police,Injury Crash,08/18/2023 06:30:00 PM,Maryland (State),UNIVERSITY BLVD W,WEST AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,31955BF5-80FE-47A1-9900-A7AE05EB6DBC,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,E8EBDBE5-1DA0-42CF-8FCD-2749859CAEEF,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,No,No,2018,AUDI,SQ5,39.03614967,-77.06284833,(39.03614967 -77.06284833)
MCP3330001D,230059909,Montgomery County Police,Property Damage Crash,10/11/2023 01:00:00 PM,,,,PARKING LOT OF 655 WATKINS MILL RD,,,OTHER,CLEAR,,DAYLIGHT,N/A,NONE DETECTED,,6DCCBF4B-A8D6-46AC-BDE6-34F5BA6ECE2D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,7517B4A2-C204-4AEB-AF8D-27DBB7A51069,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,PARKING,Unknown,5,No,No,2011,TOYT,4 RUNNER,39.156031,-77.222629,(39.156031 -77.222629)
MCP2039008S,230034579,Montgomery County Police,Injury Crash,07/20/2023 02:34:00 PM,Maryland (State),MUNCASTER MILL RD,LORDS KOREAN BAPTIST CHURCH,,N/A,,ANGLE MEETS RIGHT TURN,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,N/A,,18B531D2-8808-44FC-9047-E39C75E9DDF9,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,609CC444-23C2-4F42-9F5A-97331BB5DFAD,DESTROYED,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35,No,No,2018,CHRYSLER,PACIFICA,39.11270475,-77.08921363,(39.11270475 -77.08921363)
MCP2686006R,230069145,Montgomery County Police,Property Damage Crash,11/30/2023 03:36:00 PM,County,CENTURY BLVD,ENT TO SHOPPING CENTER,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B55D8D3A-68E5-494D-8CD4-39472642D486,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,7134F41C-E55D-4047-B04F-38BC9C55E603,FUNCTIONAL,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,North,25,No,No,2021,LEXS,UT,39.18339333,-77.26257567,(39.18339333 -77.26257567)
MCP23990074,230054468,Montgomery County Police,Property Damage Crash,09/12/2023 03:15:00 PM,County,WIGHTMAN RD,SPARROW VALLEY DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,F48023B6-C333-4FFA-8A89-1C5BAD115FF1,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A5F81F9C-7D5F-43EE-A8D4-CF7CEC22A00D,SUPERFICIAL,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,SLOWING OR STOPPING,North,35,No,No,2016,FORD,INTERCEPTOR,39.18965064,-77.19123555,(39.18965064 -77.19123555)
MCP3126004S,230054702,Montgomery County Police,Property Damage Crash,09/13/2023 05:56:00 PM,Maryland (State),FREDERICK RD,REDGRAVE PL,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,4070349F-C5DB-4065-AC91-639687505976,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7C0162E7-B6DA-437A-8BFA-171D5E39D9D8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2018,TOYOTA,CAMRY,39.239128,-77.2797625,(39.239128 -77.2797625)
MCP3145004L,230074187,Montgomery County Police,Property Damage Crash,12/29/2023 05:00:00 PM,Maryland (State),UNIVERSITY BLVD W,DENNIS AVE,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,D28AAC6F-C3D9-4BC5-9AD6-F5A7066A28DA,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7788EC33-B74E-4A4F-8245-B1185C2962BD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2018,CHEV,CP,39.0261865,-77.020099,(39.0261865 -77.020099)
MCP3109008J,230061382,Montgomery County Police,Property Damage Crash,10/19/2023 09:20:00 AM,Maryland (State),UNIVERSITY BLVD E,COLESVILLE RD,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,9A28B49B-70AE-4723-BEB6-E2299B8BD714,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,AF74088C-C606-4ECE-9741-BDC67BFAFAD5,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,STARTING FROM LANE,East,35,No,No,2016,GILLIG,BUS,39.01935833,-77.01278417,(39.01935833 -77.01278417)
MCP28710098,230061856,Montgomery County Police,Injury Crash,10/21/2023 05:51:00 PM,Other Public Roadway,MONTROSE RD,MONTROSE PKWY,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CA651F92-2941-4067-82DD-96755E7316D4,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,2836C8B8-7156-4842-AFB0-2FF3679E1BF9,DISABLING,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40,No,No,2009,HOND,ACCORD,39.05312,-77.13583833,(39.05312 -77.13583833)
MCP3372001Q,230062351,Montgomery County Police,Property Damage Crash,10/24/2023 04:58:00 PM,Maryland (State),GEORGIA AVE,BEL PRE RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,04C04136-0686-4EC7-B8D9-DA63F3B42E00,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,134E83EE-4449-47A8-B8F2-C4D02AC05858,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2010,DODGE,CHARGER,39.09242901,-77.07982142,(39.09242901 -77.07982142)
MCP3330001G,230062867,Montgomery County Police,Property Damage Crash,10/27/2023 11:54:00 AM,County,TUCKERMAN LA,GAINSBOROUGH RD,,N/A,,OTHER,CLOUDY,DRY,DAYLIGHT,N/A,NONE DETECTED,,B7E8FDFE-F142-4E1E-B7A3-1E59A4423436,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,8442467D-778E-43E3-96FA-A79B8537542D,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM PARKED,East,5,No,No,2021,HONDA,ACCORD,39.04084633,-77.17418667,(39.04084633 -77.17418667)
MCP12100038,190012222,Montgomery County Police,Property Damage Crash,03/16/2019 05:55:00 PM,,,,PARKING LOT OF 15700 SHADY GROVE RD,,,OTHER,N/A,,DAYLIGHT,N/A,NONE DETECTED,,D103AE70-B53F-4919-BBFA-301C63E78981,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,4CE070F2-2770-46F7-959A-0639F1FA9A52,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,PARKED,,0,No,Yes,2011,TOYOTA,RAV4,39.113285,-77.18729833,(39.113285 -77.18729833)
MCP3129007M,230048247,Montgomery County Police,Property Damage Crash,08/07/2023 02:04:00 PM,County,BONIFANT RD,SANDY RIDGE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7EC4716D-B1D9-48B4-8FA9-E4D34ADA3FB4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,01A9E419-C986-43B4-A0A4-92327AF7417B,FUNCTIONAL,SIX OCLOCK,OTHER,STOPPED IN TRAFFIC LANE,East,35,No,No,2022,TOYT,UT,39.092947,-77.01365033,(39.092947 -77.01365033)
MCP33670015,230052826,Montgomery County Police,Property Damage Crash,09/02/2023 05:18:00 PM,County,FLOWER AVE,FRANKLIN AVE,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,34256514-F3AB-4A63-9782-9201F8ABD859,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0219A378-BF50-423A-B4FC-8EB9160AD614,FUNCTIONAL,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,0,No,No,2011,FORD,SD,39.01112667,-77.008125,(39.01112667 -77.008125)
MCP2905005Z,230056083,Montgomery County Police,Property Damage Crash,09/21/2023 11:37:00 AM,County,HAMPDEN LA,MOORLAND LA,,N/A,,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,56F0BB8E-1C02-4428-A63E-56FC733A128B,Unknown,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,2A269141-1B93-4F1C-B7AF-67C5C75EBF27,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,25,No,No,2023,MNNI,PC,38.986695,-77.10995167,(38.986695 -77.10995167)
MCP3153004R,230030556,Montgomery County Police,Property Damage Crash,06/26/2023 01:58:00 PM,,INTERSTATE (IS) 270 SB RAMP EXIT 12,WATKINS MILL ROAD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,717903C9-3FC4-4B28-870C-38574E85733A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,123ECE91-5781-4F77-BDFA-9EE660E03FD2,NO DAMAGE,SIX OCLOCK,PASSENGER CAR,STARTING FROM LANE,South,35,No,No,1997,LEXUS,ES300,39.15568763,-77.22733134,(39.15568763 -77.22733134)
MCP9390002M,230066562,Montgomery County Police,Property Damage Crash,11/15/2023 06:05:00 PM,Interstate (State),EISENHOWER MEMORIAL HWY,GAME PRESERVE RD,,N/A,,SAME DIR REAR END,CLEAR,N/A,DARK LIGHTS ON,N/A,NONE DETECTED,,29D86BA5-3E84-4073-AEA0-EA834E4E063B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7BCE2219-2677-4CB9-A141-676197210F26,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,55,No,No,2022,LEXUS,ES300H,39.16097627,-77.23212975,(39.16097627 -77.23212975)
MCP21070018,170526622,Montgomery County Police,Injury Crash,08/24/2017 02:22:00 PM,Maryland (State),CLOPPER RD,ETERNITY RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,ACC8F6BE-D074-4A2E-8CE4-D6D1BE16D46D,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,8D75B3C5-10AA-4A4B-9C67-C97A6A2EBA91,DISABLING,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,East,40,No,No,2009,HYUNDAI,SONATA,39.16995833,-77.29651167,(39.16995833 -77.29651167)
MCP3259003V,230069156,Montgomery County Police,Property Damage Crash,11/30/2023 04:20:00 PM,Maryland (State),RIVER RD,LANDY LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D9B93001-8547-4EE3-928E-D6D439B6B757,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CA549F72-28C9-48B2-9565-057D0AA7E95B,SUPERFICIAL,SIX OCLOCK,SCHOOL BUS,SLOWING OR STOPPING,West,40,No,No,2018,THOMAS,SBCB,38.9643767,-77.1032745,(38.9643767 -77.1032745)
MCP295200DW,230051782,Montgomery County Police,Injury Crash,08/28/2023 09:54:00 AM,US (State),COLESVILLE RD,SPUR FR HASTINGS DR,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A69295BD-716F-43C4-BEAE-4CA148712A88,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,0365AB3E-6290-4154-B1D2-377F1AE81479,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2011,HONDA,ACCORD,39.0132281,-77.01659751,(39.0132281 -77.01659751)
MCP2513003D,230061906,Montgomery County Police,Injury Crash,10/22/2023 12:52:00 AM,US (State),COLUMBIA PIKE,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,0C18FD08-4FA3-485F-90BA-239348D88584,Unknown,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,D1F0A7F9-BCD3-45B4-A4FC-4BD5FCEF8467,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,50,No,No,2018,HONDA,ACCORD,39.08529856,-76.94671271,(39.08529856 -76.94671271)
MCP93790050,230067378,Montgomery County Police,Property Damage Crash,11/20/2023 10:50:00 AM,Municipality,FLEET ST,MARYLAND AVE,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D602F802-27BA-47CB-BA95-CA8383C358A5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EB304251-6EAD-4180-B030-4D096DA1C069,SUPERFICIAL,SIX OCLOCK,POLICE VEHICLE/NON EMERGENCY,STOPPED IN TRAFFIC LANE,West,30,No,No,2017,FORD,4S,39.08125017,-77.15155817,(39.08125017 -77.15155817)
